1;84
2;60
3;79
4;79
5;81
6;49
7;56
8;78
9;67
10;61
11;67
12;88
13;73
14;54
15;82
16;71
17;76
18;86
19;73
20;83
21;60
22;59
23;68
24;51
25;74
26;53
27;22
28;89
29;76
30;97
31;60
32;63
33;85
34;86
35;95
36;91
37;83
38;73
39;61
40;67
41;77
42;77
43;63
44;67
45;34
46;75
47;54
48;50
49;65
50;68
51;82
52;46
